"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
74600,-36503.7605889,-27889.8794064,296.129926583,63.99040032,0.467511791659
74650,-36636.829836,-27875.3137559,301.205351988,63.99040032,0.467511791659
74700,-36692.3824072,-27971.2937502,299.815529027,63.99040032,0.467511791659
74750,-36535.0641283,-28069.4738316,291.031949472,63.99040032,0.467511791659
74800,-36847.2281989,-27990.2504511,304.487154471,63.99040032,0.467511791659
74850,-36660.5805192,-27927.2272924,300.237163142,63.99040032,0.467511791659
74900,-36815.0960134,-28034.301945,301.868094967,63.99040032,0.467511791659
74950,-36494.4509381,-28131.6047719,287.499788861,63.99040032,0.467511791659
75000,-36684.3032549,-28037.0707394,297.27648614,63.99040032,0.467511791659
75050,-36304.0234071,-28162.2133143,279.90096148,63.99040032,0.467511791659
75100,-36719.0812568,-28226.3125388,291.966295293,63.99040032,0.467511791659
75150,-36636.6220251,-28191.5614344,290.326174665,63.99040032,0.467511791659
75200,-36795.5854446,-28025.1044711,301.51354909,63.99040032,0.467511791659
75250,-36617.3701248,-28030.1858042,295.212135917,63.99040032,0.467511791659
75300,-36507.5267678,-27900.7029272,295.887307711,63.99040032,0.467511791659
75350,-36596.81014,-27999.0799122,295.574685466,63.99040032,0.467511791659
75400,-36697.1840018,-28015.078269,298.475365374,63.99040032,0.467511791659
75450,-36645.023487,-28000.6030717,297.179811134,63.99040032,0.467511791659
75500,-36394.37625,-28017.2912329,287.98929525,63.99040032,0.467511791659
75550,-36727.9524578,-28032.8301076,298.922853548,63.99040032,0.467511791659
75600,-36870.5488653,-28105.7082897,301.319642234,63.99040032,0.467511791659
75650,-36493.4501148,-28070.7955491,289.555895342,63.99040032,0.467511791659
75700,-36460.1910215,-27984.2983404,291.386127136,63.99040032,0.467511791659
75750,-36621.8604743,-27976.0853397,297.226383976,63.99040032,0.467511791659
75800,-36679.951806,-28002.2538675,298.323833242,63.99040032,0.467511791659
75850,-36743.1584846,-28038.5981688,299.247314033,63.99040032,0.467511791659
75900,-36852.0705478,-27987.5056849,304.747986003,63.99040032,0.467511791659
75950,-36765.3326755,-27852.3779389,306.411543861,63.99040032,0.467511791659
76000,-36593.744654,-27915.4588675,298.344042409,63.99040032,0.467511791659
76050,-36545.9193099,-28051.664072,292.017399205,63.99040032,0.467511791659
76100,-36846.9744586,-28103.0791894,300.599579823,63.99040032,0.467511791659
76150,-36799.1995591,-28061.7523211,300.377907971,63.99040032,0.467511791659
76200,-36835.6383693,-28134.2671466,299.137678677,63.99040032,0.467511791659
76250,-36725.7382812,-28097.0707705,296.638254269,63.99040032,0.467511791659
76300,-36852.1255631,-28011.3613847,303.929760768,63.99040032,0.467511791659
76350,-36852.1850485,-28141.7834972,299.448125326,63.99040032,0.467511791659
76400,-36793.1764196,-28058.6516725,300.277437928,63.99040032,0.467511791659
76450,-36694.8909986,-28150.5422243,293.739525959,63.99040032,0.467511791659
76500,-36627.4710094,-28037.9200847,295.29349556,63.99040032,0.467511791659
76550,-36848.2838703,-28191.3946196,297.608467533,63.99040032,0.467511791659
76600,-36891.1589919,-28170.1669133,299.812208834,63.99040032,0.467511791659
76650,-36553.331595,-27894.2602386,297.683484451,63.99040032,0.467511791659
76700,-36551.4879345,-27959.7910839,295.367268677,63.99040032,0.467511791659
76750,-36606.294097,-28053.2371015,294.03889913,63.99040032,0.467511791659
76800,-36731.6165848,-28033.4198841,299.028544257,63.99040032,0.467511791659
76850,-36637.9849783,-27940.1242799,299.016993093,63.99040032,0.467511791659
76900,-36668.668054,-27958.4376292,299.442242304,63.99040032,0.467511791659
76950,-36531.4964361,-27982.1555627,293.911145457,63.99040032,0.467511791659
77000,-36436.7220202,-27843.4051999,295.422960359,63.99040032,0.467511791659
77050,-36467.9845407,-27714.6615306,300.923688804,63.99040032,0.467511791659
77100,-36593.7963564,-27841.3568877,300.893314219,63.99040032,0.467511791659
77150,-36721.6563588,-27892.0587877,303.545872656,63.99040032,0.467511791659
77200,-36459.2855391,-27955.1873714,292.355781637,63.99040032,0.467511791659
77250,-36597.5132192,-27930.9719784,297.940285803,63.99040032,0.467511791659
77300,-36895.6256544,-28063.7172558,303.625314799,63.99040032,0.467511791659
77350,-36707.4406184,-28067.3114423,297.032285955,63.99040032,0.467511791659
77400,-36554.9250563,-27964.1448701,295.335755384,63.99040032,0.467511791659
77450,-36541.2809312,-27982.6937016,294.229018751,63.99040032,0.467511791659
77500,-36422.9239951,-27959.2750321,290.965209868,63.99040032,0.467511791659
77550,-36599.2500487,-27784.2760616,303.043139824,63.99040032,0.467511791659
77600,-36561.019059,-27815.8931101,300.641888406,63.99040032,0.467511791659
77650,-36431.0440849,-27972.9389103,290.774624277,63.99040032,0.467511791659
77700,-36568.1800636,-27951.3592485,296.230985927,63.99040032,0.467511791659
77750,-36616.1947266,-28023.7139431,295.394218895,63.99040032,0.467511791659
77800,-36443.0298195,-27873.8560211,294.592966173,63.99040032,0.467511791659
77850,-36309.4966723,-27776.6009921,293.345788939,63.99040032,0.467511791659
77900,-36366.4442521,-27807.6169737,294.2372712,63.99040032,0.467511791659
77950,-36488.3996258,-27909.7755692,294.917849254,63.99040032,0.467511791659
78000,-36393.0522107,-27855.1342994,293.518444323,63.99040032,0.467511791659
78050,-36631.0061414,-27912.3464652,299.732024985,63.99040032,0.467511791659
78100,-36676.8629747,-28012.1349033,297.877952261,63.99040032,0.467511791659
78150,-36697.80584,-28116.6601866,295.004537269,63.99040032,0.467511791659
78200,-36417.5915839,-28041.9308747,287.940330076,63.99040032,0.467511791659
78250,-36702.344951,-28025.5341252,298.293335882,63.99040032,0.467511791659
78300,-36545.435887,-27804.5020089,300.497772462,63.99040032,0.467511791659
78350,-36547.3922603,-27827.3272784,299.7803369,63.99040032,0.467511791659
78400,-36673.0742358,-27864.8165498,302.81224533,63.99040032,0.467511791659
78450,-36637.9365142,-27940.9324513,298.987543487,63.99040032,0.467511791659
78500,-36659.2670487,-27948.3465997,299.465964107,63.99040032,0.467511791659
78550,-36411.4074883,-27939.5380203,291.247816221,63.99040032,0.467511791659
78600,-36490.4900841,-27793.2847666,298.994462263,63.99040032,0.467511791659
78650,-36360.1565306,-27675.6414503,298.558194458,63.99040032,0.467511791659
78700,-36516.6167107,-27653.636471,304.693509476,63.99040032,0.467511791659
78750,-36253.8422483,-27641.9037138,296.063141795,63.99040032,0.467511791659
78800,-36457.1879356,-27534.065845,306.761079425,63.99040032,0.467511791659
78850,-36316.4622004,-27495.1819593,303.259937631,63.99040032,0.467511791659
78900,-36294.753288,-27389.1325656,306.159413489,63.99040032,0.467511791659
78950,-36110.7822903,-27536.2009597,294.77886752,63.99040032,0.467511791659
79000,-36292.1860327,-27469.9123435,303.294090613,63.99040032,0.467511791659
79050,-36359.9843731,-27360.3309416,309.392090916,63.99040032,0.467511791659
79100,-36281.5437929,-27411.5176433,304.935735335,63.99040032,0.467511791659
79150,-36266.6513458,-27373.3399754,305.736239845,63.99040032,0.467511791659
79200,-36080.9990116,-27409.4401287,298.112783418,63.99040032,0.467511791659
79250,-36192.1096515,-27394.5978983,302.442819256,63.99040032,0.467511791659
79300,-36412.2247906,-27567.5839662,304.063032966,63.99040032,0.467511791659
79350,-36279.9416935,-27749.2296285,293.27072013,63.99040032,0.467511791659
79400,-36358.8814456,-27743.0431355,296.197209151,63.99040032,0.467511791659
79450,-36623.8162223,-27839.0386144,302.005041972,63.99040032,0.467511791659
79500,-36507.7510483,-27869.3650096,296.972359992,63.99040032,0.467511791659
79550,-36582.5328561,-27863.9371885,299.729824484,63.99040032,0.467511791659
79600,-36497.0015914,-27753.5400862,300.584667788,63.99040032,0.467511791659
79650,-36319.9027836,-27586.6489054,300.233747713,63.99040032,0.467511791659
79700,-36261.5065822,-27535.0073168,300.001536128,63.99040032,0.467511791659
79750,-36273.6176339,-27514.98784,301.106126599,63.99040032,0.467511791659
79800,-36301.1376133,-27623.2672933,298.329759408,63.99040032,0.467511791659
79850,-36424.6379468,-27601.4034042,303.327123042,63.99040032,0.467511791659
79900,-36518.8272345,-27499.1567319,310.080242245,63.99040032,0.467511791659
79950,-36349.1063766,-27404.094022,307.5136278,63.99040032,0.467511791659
80000,-36384.1176654,-27411.4989622,308.462685003,63.99040032,0.467511791659
80050,-36234.0339272,-27517.1901301,299.669598292,63.99040032,0.467511791659
80100,-36255.4018327,-27628.8486116,296.565568749,63.99040032,0.467511791659
80150,-36529.0498911,-27695.089606,303.695855007,63.99040032,0.467511791659
80200,-36192.1254619,-27585.2531889,295.888972728,63.99040032,0.467511791659
80250,-36269.998999,-27583.2813176,298.633915968,63.99040032,0.467511791659
80300,-36112.1012474,-27450.3269991,297.776405074,63.99040032,0.467511791659
80350,-36295.891539,-27585.5404644,299.446390027,63.99040032,0.467511791659
80400,-36331.9914426,-27636.5961415,298.932237115,63.99040032,0.467511791659
80450,-36517.1328393,-27656.43609,304.615007134,63.99040032,0.467511791659
80500,-36385.8584263,-27651.3069481,300.278356897,63.99040032,0.467511791659
80550,-36431.9784818,-27540.7625249,305.664203251,63.99040032,0.467511791659
80600,-36260.4006397,-27496.8194898,301.276345417,63.99040032,0.467511791659
80650,-36168.9773454,-27483.2939045,298.598360624,63.99040032,0.467511791659
80700,-36055.6146115,-27333.5249563,299.849941568,63.99040032,0.467511791659
80750,-36199.507034,-27254.9590149,307.497664768,63.99040032,0.467511791659
80800,-35980.8743735,-27293.6807355,298.650278512,63.99040032,0.467511791659
80850,-36244.0341869,-27484.0967201,301.151082067,63.99040032,0.467511791659
80900,-35942.4493369,-27477.0492736,291.025409583,63.99040032,0.467511791659
80950,-35998.2393378,-27261.5970228,300.35023615,63.99040032,0.467511791659
81000,-35930.5877182,-27193.4373148,300.367703324,63.99040032,0.467511791659
81050,-36105.8951857,-27172.0236062,307.130627749,63.99040032,0.467511791659
81100,-36033.9249831,-27345.9699597,298.67645359,63.99040032,0.467511791659
81150,-36243.3881377,-27520.5711372,299.874946408,63.99040032,0.467511791659
81200,-36098.6508318,-27459.4442476,297.000568887,63.99040032,0.467511791659
81250,-36161.7923516,-27296.0127603,304.789746205,63.99040032,0.467511791659
81300,-36198.005786,-27352.7014735,304.085842511,63.99040032,0.467511791659
81350,-36106.791889,-27316.1567734,302.206412681,63.99040032,0.467511791659
81400,-36068.1190743,-27138.2348494,306.993549586,63.99040032,0.467511791659
81450,-35915.7182135,-27130.1274368,302.032997271,63.99040032,0.467511791659
81500,-35755.6061051,-27241.5224939,292.69906344,63.99040032,0.467511791659
81550,-36048.1918507,-27387.5316575,297.738105838,63.99040032,0.467511791659
81600,-36202.1604857,-27499.8119949,299.171275421,63.99040032,0.467511791659
81650,-36323.8004935,-27603.7139966,299.781076544,63.99040032,0.467511791659
81700,-36206.9037137,-27646.4491582,294.293214097,63.99040032,0.467511791659
81750,-36295.3166818,-27606.4591674,298.707479627,63.99040032,0.467511791659
81800,-36486.035647,-27664.4529604,303.27033517,63.99040032,0.467511791659
81850,-36342.393917,-27622.5400654,299.773078611,63.99040032,0.467511791659
81900,-36225.8263053,-27636.4161067,295.288657646,63.99040032,0.467511791659
81950,-36098.8079071,-27481.156618,296.259536148,63.99040032,0.467511791659
82000,-36021.0265964,-27327.1554364,298.879839855,63.99040032,0.467511791659
82050,-35836.2547642,-27156.2872876,298.401855927,63.99040032,0.467511791659
82100,-35804.0114918,-27158.5693945,297.214934743,63.99040032,0.467511791659
82150,-36057.470068,-27324.5841845,300.221096709,63.99040032,0.467511791659
82200,-36133.8137114,-27265.3272128,304.88280487,63.99040032,0.467511791659
82250,-36152.3796801,-27388.1684817,301.298005366,63.99040032,0.467511791659
82300,-36305.32544,-27413.6582665,305.679715277,63.99040032,0.467511791659
82350,-36131.1457099,-27382.0109186,300.779705284,63.99040032,0.467511791659
82400,-36032.0508589,-27384.4261915,297.289967627,63.99040032,0.467511791659
82450,-36068.9564287,-27433.8781781,296.858644114,63.99040032,0.467511791659
82500,-36140.9445275,-27397.2373739,300.593112743,63.99040032,0.467511791659
82550,-36362.719057,-27568.3501955,302.334772225,63.99040032,0.467511791659
82600,-36355.589542,-27589.7850362,301.352780443,63.99040032,0.467511791659
82650,-36465.0255327,-27563.9423933,306.003419452,63.99040032,0.467511791659
82700,-36219.9282108,-27507.1867127,299.528568538,63.99040032,0.467511791659
82750,-36443.2773549,-27521.2553349,306.723260955,63.99040032,0.467511791659
82800,-36285.3880095,-27479.5112165,302.730394459,63.99040032,0.467511791659
82850,-36168.667968,-27421.1905601,300.722727387,63.99040032,0.467511791659
82900,-36316.0965268,-27557.7974706,301.094756421,63.99040032,0.467511791659
82950,-36336.2591305,-27542.2347096,302.322930972,63.99040032,0.467511791659
83000,-36404.5980651,-27604.9411675,302.516565509,63.99040032,0.467511791659
83050,-36530.4397473,-27697.6753274,303.654743288,63.99040032,0.467511791659
83100,-36417.348994,-27720.4781439,298.982963866,63.99040032,0.467511791659
83150,-36517.4882424,-27882.8113309,296.84484679,63.99040032,0.467511791659
83200,-36389.6215204,-27919.8232062,291.176613632,63.99040032,0.467511791659
83250,-36558.2008587,-27958.568403,295.64008068,63.99040032,0.467511791659
83300,-36464.4695724,-28033.456622,289.843241756,63.99040032,0.467511791659
83350,-36546.1459942,-27940.4089078,295.849947034,63.99040032,0.467511791659
83400,-36416.7714076,-27980.7763491,290.014517779,63.99040032,0.467511791659
83450,-36483.5260826,-28017.8908619,291.033493877,63.99040032,0.467511791659
83500,-36609.3056754,-28059.3149712,293.933485482,63.99040032,0.467511791659
83550,-36919.1511848,-28139.1184243,301.841922553,63.99040032,0.467511791659
83600,-36657.8466966,-28044.8507031,296.09949536,63.99040032,0.467511791659
83650,-36908.0806365,-28107.9447291,302.533033016,63.99040032,0.467511791659
83700,-36803.6851303,-27994.877358,302.831156317,63.99040032,0.467511791659
83750,-36596.7151261,-27972.3729354,296.489557455,63.99040032,0.467511791659
83800,-36448.4527544,-27927.2750103,292.942947122,63.99040032,0.467511791659
83850,-36381.3814006,-27930.7421771,290.517958143,63.99040032,0.467511791659
83900,-36553.4186087,-27903.5824673,297.365994172,63.99040032,0.467511791659
83950,-36657.8418569,-27745.8630368,306.377993588,63.99040032,0.467511791659
84000,-36390.1588068,-27914.4535932,291.379682334,63.99040032,0.467511791659
84050,-36449.8465172,-27801.0313703,297.330894196,63.99040032,0.467511791659
84100,-36597.4392176,-27795.0930736,302.609017022,63.99040032,0.467511791659
84150,-36613.7987943,-27827.5639903,302.055137784,63.99040032,0.467511791659
84200,-36557.7325254,-27668.4411018,305.598041219,63.99040032,0.467511791659
84250,-36565.8000049,-27515.2428742,311.142069628,63.99040032,0.467511791659
84300,-36399.6899356,-27625.7535383,301.632340419,63.99040032,0.467511791659
84350,-36583.543699,-27593.3600587,309.066536322,63.99040032,0.467511791659
84400,-36263.7320352,-27585.1182133,298.355319686,63.99040032,0.467511791659
84450,-36462.0683719,-27745.2338234,299.669280339,63.99040032,0.467511791659
84500,-36311.3644793,-27656.6149699,297.534907032,63.99040032,0.467511791659
84550,-36676.6988747,-27826.2283215,304.263448686,63.99040032,0.467511791659
84600,-36456.1269916,-27732.7468021,299.894307842,63.99040032,0.467511791659
84650,-36359.1984679,-27629.3124275,300.117967434,63.99040032,0.467511791659
84700,-36406.2189674,-27884.9337658,292.946641322,63.99040032,0.467511791659
84750,-36759.1495508,-27847.2878494,306.373967255,63.99040032,0.467511791659
84800,-36494.2729544,-28078.2384509,289.328309371,63.99040032,0.467511791659
84850,-36522.3922687,-27832.1670882,298.754497557,63.99040032,0.467511791659
84900,-36585.9362128,-27929.3766409,297.597133764,63.99040032,0.467511791659
84950,-36691.4671724,-28093.3017004,295.589648384,63.99040032,0.467511791659
85000,-36484.5857934,-28072.7314658,289.18460235,63.99040032,0.467511791659
85050,-36731.2300068,-28101.2501457,296.683370542,63.99040032,0.467511791659
85100,-36741.6868771,-28144.905267,295.542073676,63.99040032,0.467511791659
85150,-36555.3787561,-28031.359533,293.04063212,63.99040032,0.467511791659
85200,-36553.2355884,-28077.9964044,291.363661065,63.99040032,0.467511791659
85250,-36432.6063438,-27822.1776908,296.011234755,63.99040032,0.467511791659
85300,-36538.7341894,-27932.3032027,295.873802091,63.99040032,0.467511791659
85350,-36649.5703474,-27888.0742528,301.204664919,63.99040032,0.467511791659
85400,-36478.7772381,-27861.7180885,296.239179445,63.99040032,0.467511791659
85450,-36637.1221487,-27907.6974918,300.102105888,63.99040032,0.467511791659
85500,-36497.0615016,-27819.2229548,298.328667107,63.99040032,0.467511791659
85550,-36624.6641382,-27823.1035125,302.582012298,63.99040032,0.467511791659
85600,-36365.7148094,-27890.1283731,291.375598985,63.99040032,0.467511791659
85650,-36641.51079,-27972.7252372,298.017441258,63.99040032,0.467511791659
85700,-36856.4383286,-28142.0574109,299.584928872,63.99040032,0.467511791659
85750,-36657.280776,-28035.9764593,296.385120743,63.99040032,0.467511791659
85800,-36674.6279157,-27981.8697029,298.841578705,63.99040032,0.467511791659
85850,-36544.1975069,-27826.2830812,299.706404598,63.99040032,0.467511791659
85900,-36572.951338,-27885.7054779,298.652073816,63.99040032,0.467511791659
85950,-36483.3107908,-27710.4706566,301.594652843,63.99040032,0.467511791659
86000,-36548.0091637,-27741.9604381,302.736305196,63.99040032,0.467511791659
86050,-36352.4623444,-27713.1026902,297.00583116,63.99040032,0.467511791659
86100,-36463.1275854,-27901.5686202,294.33118174,63.99040032,0.467511791659
86150,-36483.0168965,-27875.4358068,295.913340588,63.99040032,0.467511791659
86200,-36490.9263684,-27941.4669333,293.915221398,63.99040032,0.467511791659
86250,-36521.232617,-27869.7367551,297.423052415,63.99040032,0.467511791659
86300,-36520.244227,-27871.9318938,297.313608354,63.99040032,0.467511791659
86350,-36524.6714247,-27896.094375,296.635144381,63.99040032,0.467511791659
86400,-36789.1427056,-28000.5414735,302.13649138,63.99040032,0.467511791659
86450,-36740.3043898,-28068.987016,298.104480765,63.99040032,0.467511791659
86500,-36684.4176957,-27950.2159105,300.266335073,63.99040032,0.467511791659
86550,-36661.8258627,-28071.0898487,295.334236821,63.99040032,0.467511791659
86600,-36729.6557375,-28318.3808823,289.164681119,63.99040032,0.467511791659
86650,-36829.9600165,-28309.4274465,292.920767182,63.99040032,0.467511791659
86700,-36962.9864505,-28284.2952675,298.357979221,63.99040032,0.467511791659
86750,-36852.5947202,-28295.3277029,294.183632194,63.99040032,0.467511791659
86800,-37006.4861011,-28296.4633574,299.435102594,63.99040032,0.467511791659
86850,-36999.0943234,-28346.0091035,297.477691714,63.99040032,0.467511791659
86900,-36757.3026167,-28201.017117,294.149889365,63.99040032,0.467511791659
86950,-36726.0587232,-28065.1264451,297.747459631,63.99040032,0.467511791659
87000,-36616.6406008,-28093.6756132,293.004389379,63.99040032,0.467511791659
87050,-36729.5856881,-28054.5144842,298.233530772,63.99040032,0.467511791659
87100,-36771.3967198,-28152.9335711,296.287446438,63.99040032,0.467511791659
87150,-36716.6441911,-28129.9953982,295.193725426,63.99040032,0.467511791659
87200,-36778.6036945,-28230.6555138,293.863267159,63.99040032,0.467511791659
87250,-36795.6413424,-28158.2765668,296.937250782,63.99040032,0.467511791659
87300,-36721.9492192,-28110.2499165,296.054917434,63.99040032,0.467511791659
87350,-36762.8843314,-28106.5779541,297.588429383,63.99040032,0.467511791659
87400,-36526.2673115,-28043.7072571,291.615339582,63.99040032,0.467511791659
87450,-36604.0696801,-28135.2774988,291.142024572,63.99040032,0.467511791659
87500,-36541.1583346,-28146.0638428,288.608428982,63.99040032,0.467511791659
87550,-36768.3468278,-28180.7004929,295.228019148,63.99040032,0.467511791659
87600,-36737.8374853,-28188.9660294,293.895007718,63.99040032,0.467511791659
87650,-36716.3583366,-28171.2355544,293.766134976,63.99040032,0.467511791659
87700,-36833.5553868,-28191.5517086,297.096728004,63.99040032,0.467511791659
87750,-36478.7320519,-28147.738859,286.404740246,63.99040032,0.467511791659
87800,-36521.3083755,-28127.8648244,288.551672572,63.99040032,0.467511791659
87850,-36819.417673,-28209.9793831,295.977187831,63.99040032,0.467511791659
87900,-36844.5286503,-28254.3997604,295.313364978,63.99040032,0.467511791659
87950,-36706.1298588,-28035.3929971,298.084523791,63.99040032,0.467511791659
88000,-36727.5215509,-28066.6900314,297.743995731,63.99040032,0.467511791659
88050,-36623.8770544,-28061.6676992,294.353540991,63.99040032,0.467511791659
88100,-36537.0172015,-27934.4792893,295.739965111,63.99040032,0.467511791659
88150,-36490.7347713,-27983.4406849,292.465651643,63.99040032,0.467511791659
88200,-36314.5825487,-27870.4668408,290.293691273,63.99040032,0.467511791659
88250,-36544.7365694,-28120.2785883,289.617893558,63.99040032,0.467511791659
88300,-36923.1396452,-28201.9425558,299.819256742,63.99040032,0.467511791659
88350,-36460.2063633,-28093.3477996,287.637727954,63.99040032,0.467511791659
88400,-36668.4714343,-28063.7406205,295.815353168,63.99040032,0.467511791659
88450,-36743.7103383,-28135.8929662,295.921463558,63.99040032,0.467511791659
88500,-36664.5034428,-28078.8301332,295.160190046,63.99040032,0.467511791659
88550,-36601.3580686,-28039.0920538,294.355488847,63.99040032,0.467511791659
88600,-36829.2991128,-28038.1514528,302.224033042,63.99040032,0.467511791659
88650,-36741.4765477,-27875.8999491,304.782767679,63.99040032,0.467511791659
88700,-36668.3334289,-27955.489991,299.532073049,63.99040032,0.467511791659
88750,-36604.5108557,-27960.4046762,297.169008267,63.99040032,0.467511791659
88800,-36607.7467043,-28000.9876595,295.885080146,63.99040032,0.467511791659
88850,-36480.3514183,-28029.9842692,290.508604711,63.99040032,0.467511791659
88900,-36497.1574483,-27930.3919194,294.510174149,63.99040032,0.467511791659
88950,-36702.566474,-28012.9156286,298.734752937,63.99040032,0.467511791659
89000,-36642.4952384,-27851.2135695,302.228640032,63.99040032,0.467511791659
89050,-36710.0898721,-27894.3765298,303.068557547,63.99040032,0.467511791659
89100,-36509.1572039,-27873.7769575,296.869026192,63.99040032,0.467511791659
89150,-36725.2132493,-28016.9906852,299.373215619,63.99040032,0.467511791659
89200,-36705.7389064,-27972.8810014,300.220134859,63.99040032,0.467511791659
89250,-36423.9561267,-28036.841965,288.334079415,63.99040032,0.467511791659
89300,-36630.5944456,-28006.4394823,296.48312091,63.99040032,0.467511791659
89350,-36525.9419433,-28074.6632148,290.539943189,63.99040032,0.467511791659
89400,-36582.9334338,-27985.3194883,295.570687888,63.99040032,0.467511791659
89450,-36411.5989249,-27862.9296933,293.888055606,63.99040032,0.467511791659
89500,-36583.4103822,-27914.0951553,298.035650515,63.99040032,0.467511791659
89550,-36564.7379588,-27908.0045528,297.603109874,63.99040032,0.467511791659
89600,-36580.8875623,-27979.703676,295.693416106,63.99040032,0.467511791659
89650,-36582.4929796,-28081.2912465,292.256207365,63.99040032,0.467511791659
89700,-36529.2419318,-27844.5477137,298.5643529,63.99040032,0.467511791659
89750,-36595.6021637,-27985.5467842,295.998402276,63.99040032,0.467511791659
89800,-36529.517723,-27882.9511655,297.25359169,63.99040032,0.467511791659
89850,-36657.3246694,-27843.7318002,302.995659446,63.99040032,0.467511791659
89900,-36673.4121835,-27849.1175117,303.363568399,63.99040032,0.467511791659
89950,-36469.8843106,-27874.7812504,295.484368109,63.99040032,0.467511791659
90000,-36549.2707757,-27900.2990561,297.336276886,63.99040032,0.467511791659
90050,-36671.9016849,-27937.8128441,300.262452244,63.99040032,0.467511791659
90100,-36717.3307678,-27926.9666028,302.197097877,63.99040032,0.467511791659
90150,-36506.3201519,-27955.317792,293.968264408,63.99040032,0.467511791659
90200,-36545.5032808,-27962.2455516,295.077146682,63.99040032,0.467511791659
90250,-36515.0359488,-27843.84775,298.100039957,63.99040032,0.467511791659
90300,-36753.5280807,-27894.3198511,304.563834471,63.99040032,0.467511791659
90350,-36406.1493379,-27906.0728832,292.217522293,63.99040032,0.467511791659
90400,-36358.2824911,-27832.7104232,293.094016165,63.99040032,0.467511791659
90450,-36345.7435922,-27796.5421545,293.906351904,63.99040032,0.467511791659
90500,-36603.4675356,-27936.0708424,297.969694734,63.99040032,0.467511791659
90550,-36469.1822916,-28067.8020687,288.824521248,63.99040032,0.467511791659
90600,-36568.1339024,-27951.6177056,296.220513694,63.99040032,0.467511791659
90650,-36612.8736118,-28015.001637,295.579558473,63.99040032,0.467511791659
90700,-36584.3163574,-27999.4621669,295.132030188,63.99040032,0.467511791659
90750,-36648.5275239,-28019.5761736,296.64801217,63.99040032,0.467511791659
90800,-36533.2793309,-28109.6655202,289.588872479,63.99040032,0.467511791659
90850,-36765.2438903,-28184.8406881,294.979013117,63.99040032,0.467511791659
90900,-36586.589231,-28175.0400429,289.174112198,63.99040032,0.467511791659
90950,-36606.9203678,-28083.6043412,293.016457476,63.99040032,0.467511791659
91000,-36579.5095394,-28053.3204426,293.115228523,63.99040032,0.467511791659
91050,-36581.1102553,-27937.0208217,297.16843257,63.99040032,0.467511791659
91100,-36293.8502895,-27887.3538721,289.00040692,63.99040032,0.467511791659
91150,-36508.3685227,-27997.1064043,292.602065535,63.99040032,0.467511791659
91200,-36615.3216203,-28029.6344776,295.1606656,63.99040032,0.467511791659
91250,-36630.6866703,-28038.2563143,295.39248529,63.99040032,0.467511791659
91300,-36706.938882,-28054.8344663,297.44397341,63.99040032,0.467511791659
91350,-36711.8037315,-28060.690846,297.409886365,63.99040032,0.467511791659
91400,-36796.6820049,-27956.3828636,303.913773619,63.99040032,0.467511791659
91450,-36614.6893496,-27950.4579917,297.860876134,63.99040032,0.467511791659
91500,-36775.2330246,-28016.7433672,301.101308954,63.99040032,0.467511791659
91550,-36621.0086974,-28126.7336017,292.018081879,63.99040032,0.467511791659
91600,-36842.0679553,-27986.4705268,304.439701549,63.99040032,0.467511791659
91650,-36390.9210605,-27817.6053082,294.735359185,63.99040032,0.467511791659
91700,-36564.9015932,-27804.789241,301.157094316,63.99040032,0.467511791659
91750,-36520.3534725,-27827.0619017,298.859914607,63.99040032,0.467511791659
91800,-36445.4549145,-27764.2957776,298.442823093,63.99040032,0.467511791659
91850,-36434.5498073,-27863.1902907,294.668107278,63.99040032,0.467511791659
91900,-36699.9487609,-27973.0711895,300.014541618,63.99040032,0.467511791659
91950,-36517.4690162,-27983.298001,293.38963269,63.99040032,0.467511791659
92000,-36627.9812367,-27850.7408449,301.745925879,63.99040032,0.467511791659
92050,-36537.9532498,-27938.1003108,295.647660503,63.99040032,0.467511791659
92100,-36538.0617789,-27891.1881339,297.264148812,63.99040032,0.467511791659
92150,-36747.262471,-27873.1920013,305.074771871,63.99040032,0.467511791659
92200,-36511.0230781,-27837.9472619,298.164932888,63.99040032,0.467511791659
92250,-36442.4827661,-27774.8157184,297.978989042,63.99040032,0.467511791659
92300,-36304.5325684,-27813.4547011,291.908166852,63.99040032,0.467511791659
92350,-36510.557833,-27729.6130413,301.873276565,63.99040032,0.467511791659
92400,-36468.3449382,-27702.6647084,301.348508054,63.99040032,0.467511791659
92450,-36394.6535204,-27729.937172,297.877549246,63.99040032,0.467511791659
92500,-36501.7995223,-27742.3297809,301.135002499,63.99040032,0.467511791659
92550,-36034.2746438,-27817.2810186,282.485637708,63.99040032,0.467511791659
92600,-36558.7050308,-27877.8240267,298.433261377,63.99040032,0.467511791659
92650,-36259.890886,-27824.3273397,289.999683157,63.99040032,0.467511791659
92700,-36685.6343795,-27857.0155885,303.512223934,63.99040032,0.467511791659
92750,-36482.4205256,-27690.9919247,302.233691292,63.99040032,0.467511791659
92800,-36684.0884424,-27792.1390005,305.68941916,63.99040032,0.467511791659
92850,-36489.4073861,-27771.475394,299.7070085,63.99040032,0.467511791659
92900,-36548.7419412,-27892.2759743,297.59391579,63.99040032,0.467511791659
92950,-36816.4380052,-27953.9855471,304.67536528,63.99040032,0.467511791659
