"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
437750,-36295.5880613,-27689.1784209,295.873068246,63.99040032,0.467511791659
437800,-36439.0616188,-27689.1002517,300.808121491,63.99040032,0.467511791659
437850,-36255.6601712,-27771.8314649,291.65895358,63.99040032,0.467511791659
437900,-36155.1094897,-27633.3976095,292.96130977,63.99040032,0.467511791659
437950,-36343.2618879,-27653.0621795,298.753621872,63.99040032,0.467511791659
438000,-36435.1526466,-27781.1947915,297.507691362,63.99040032,0.467511791659
438050,-36410.6633426,-27663.7357778,300.703824756,63.99040032,0.467511791659
438100,-36539.8088173,-27727.8988142,302.937805502,63.99040032,0.467511791659
438150,-36198.7647005,-27615.4618694,295.078697206,63.99040032,0.467511791659
438200,-36296.1927925,-27666.7254738,296.665750244,63.99040032,0.467511791659
438250,-36177.557519,-27756.6747869,289.494982851,63.99040032,0.467511791659
438300,-36399.4163071,-27674.0355751,299.963082939,63.99040032,0.467511791659
438350,-36382.6102748,-27747.2224201,296.869287752,63.99040032,0.467511791659
438400,-36332.4255922,-27702.5204268,296.680802636,63.99040032,0.467511791659
438450,-36546.3366421,-27805.6571086,300.489028548,63.99040032,0.467511791659
438500,-36229.5206492,-27741.7686531,291.793829311,63.99040032,0.467511791659
438550,-36340.6015492,-27741.9801682,295.605321728,63.99040032,0.467511791659
438600,-36405.3824968,-27752.3759438,297.474987286,63.99040032,0.467511791659
438650,-36337.2727258,-27673.1559823,297.856935894,63.99040032,0.467511791659
438700,-36098.5921766,-27635.489616,290.946425524,63.99040032,0.467511791659
438750,-36246.7583554,-27538.2713179,299.382307747,63.99040032,0.467511791659
438800,-36312.5398766,-27491.7311288,303.243728531,63.99040032,0.467511791659
438850,-35966.6052077,-27333.4454223,296.792690689,63.99040032,0.467511791659
438900,-36032.4897121,-27139.6632892,305.719568212,63.99040032,0.467511791659
438950,-36140.0830643,-27365.6040292,301.650995344,63.99040032,0.467511791659
439000,-36090.039325,-27347.8047586,300.542487814,63.99040032,0.467511791659
439050,-36319.260252,-27494.752893,303.370880211,63.99040032,0.467511791659
439100,-36493.2299001,-27664.0067846,303.532999537,63.99040032,0.467511791659
439150,-36295.5445657,-27422.1668453,305.050956381,63.99040032,0.467511791659
439200,-36178.1781605,-27301.798951,305.154142243,63.99040032,0.467511791659
439250,-36073.7915179,-27258.5805883,303.051285491,63.99040032,0.467511791659
439300,-35932.0385541,-27251.9165096,298.407169696,63.99040032,0.467511791659
439350,-35873.1254731,-27213.0432639,297.718235772,63.99040032,0.467511791659
439400,-36094.3952746,-27253.8302786,303.922913232,63.99040032,0.467511791659
439450,-35957.6275344,-27072.0749066,305.469508059,63.99040032,0.467511791659
439500,-35883.8650745,-27108.9706459,301.665275836,63.99040032,0.467511791659
439550,-36018.6751968,-27055.4023555,308.141390881,63.99040032,0.467511791659
439600,-36185.57971,-27149.9131047,310.630159828,63.99040032,0.467511791659
439650,-36045.1487362,-27241.4341788,302.656060643,63.99040032,0.467511791659
439700,-36057.1980167,-27331.5272513,299.973053771,63.99040032,0.467511791659
439750,-36022.050448,-27171.2458088,304.274933969,63.99040032,0.467511791659
439800,-36086.0712186,-26996.2261303,312.492719791,63.99040032,0.467511791659
439850,-36138.8895315,-27116.0106704,310.190539906,63.99040032,0.467511791659
439900,-36065.053346,-27183.907983,305.317994128,63.99040032,0.467511791659
439950,-35814.2984321,-27053.9092042,301.166612814,63.99040032,0.467511791659
440000,-35952.0453262,-27094.1054763,304.52022983,63.99040032,0.467511791659
440050,-35992.1963423,-27108.2812232,305.413213423,63.99040032,0.467511791659
440100,-36036.0489247,-27115.0431873,306.688322965,63.99040032,0.467511791659
440150,-35709.2495229,-27107.4245287,295.715456257,63.99040032,0.467511791659
440200,-35748.8648076,-27059.4060822,298.728148192,63.99040032,0.467511791659
440250,-35602.4994348,-26858.9053667,300.589225066,63.99040032,0.467511791659
440300,-35669.696936,-26930.4222599,300.440732046,63.99040032,0.467511791659
440350,-35916.3860803,-27109.8212656,302.754047423,63.99040032,0.467511791659
440400,-36168.2579718,-27055.2227745,313.289954523,63.99040032,0.467511791659
440450,-35816.6216842,-27002.732119,303.005859329,63.99040032,0.467511791659
440500,-35744.6854123,-27033.3611404,299.479846823,63.99040032,0.467511791659
440550,-35904.8701269,-27041.1781184,304.71797882,63.99040032,0.467511791659
440600,-35899.7601623,-27070.9563822,303.518583532,63.99040032,0.467511791659
440650,-35908.2846304,-27217.1274697,298.786537382,63.99040032,0.467511791659
440700,-35877.1315138,-27202.6582229,298.212975588,63.99040032,0.467511791659
440750,-35881.7254593,-27119.0513642,301.245162486,63.99040032,0.467511791659
440800,-36189.421794,-27124.5638284,311.633706917,63.99040032,0.467511791659
440850,-35939.1106014,-27116.4918262,303.305954053,63.99040032,0.467511791659
440900,-36399.1952072,-27279.9739429,313.502620513,63.99040032,0.467511791659
440950,-36154.0246508,-27164.4657759,309.045057999,63.99040032,0.467511791659
441000,-35941.3155945,-27243.676305,299.009381446,63.99040032,0.467511791659
441050,-36151.7867486,-27310.7571243,303.938886326,63.99040032,0.467511791659
441100,-36148.5764044,-27345.8632429,302.621634433,63.99040032,0.467511791659
441150,-36228.6945251,-27369.8733743,304.550527389,63.99040032,0.467511791659
441200,-36240.0345636,-27288.6697911,307.732012637,63.99040032,0.467511791659
441250,-36294.1819373,-27364.2280824,306.995943344,63.99040032,0.467511791659
441300,-36219.9209275,-27377.0052548,304.00372532,63.99040032,0.467511791659
441350,-36213.7514084,-27470.5312322,300.576371328,63.99040032,0.467511791659
441400,-36325.2567881,-27520.8623608,302.679433363,63.99040032,0.467511791659
441450,-36540.6009012,-27573.2179933,308.282687666,63.99040032,0.467511791659
441500,-36350.7533285,-27552.3980896,302.471816798,63.99040032,0.467511791659
441550,-36401.5345668,-27699.0471335,299.176052019,63.99040032,0.467511791659
441600,-36362.4741247,-27794.4804892,294.55239427,63.99040032,0.467511791659
441650,-36408.4572571,-27879.7862546,293.20055203,63.99040032,0.467511791659
441700,-36307.318136,-27761.8215293,293.778986398,63.99040032,0.467511791659
441750,-36453.6461231,-27722.3683712,300.165812004,63.99040032,0.467511791659
441800,-36232.276683,-27649.8528113,295.048480143,63.99040032,0.467511791659
441850,-36554.4210583,-27675.4035824,305.244841157,63.99040032,0.467511791659
441900,-36645.4787936,-27862.332523,301.948959498,63.99040032,0.467511791659
441950,-36439.4459097,-27841.2494309,295.590714346,63.99040032,0.467511791659
442000,-36307.9299648,-27718.3267945,295.295291671,63.99040032,0.467511791659
442050,-36407.2686039,-27780.8150712,296.562141637,63.99040032,0.467511791659
442100,-36350.6897859,-27639.2613286,299.483428531,63.99040032,0.467511791659
442150,-36450.7649779,-27516.2459526,307.152885787,63.99040032,0.467511791659
442200,-36356.1305922,-27529.1170273,303.457039115,63.99040032,0.467511791659
442250,-36402.5934683,-27478.9717781,306.778254773,63.99040032,0.467511791659
442300,-36261.4976307,-27468.1355244,302.300161772,63.99040032,0.467511791659
442350,-36455.4468983,-27674.5526999,301.871537255,63.99040032,0.467511791659
442400,-36604.575594,-27571.4718767,310.542052294,63.99040032,0.467511791659
442450,-36259.7777483,-27450.0236236,302.863690235,63.99040032,0.467511791659
442500,-36286.2662203,-27453.884302,303.641593564,63.99040032,0.467511791659
442550,-36108.1266047,-27347.031604,301.190876027,63.99040032,0.467511791659
442600,-36188.118863,-27268.3515107,306.645749486,63.99040032,0.467511791659
442650,-36237.4486102,-27300.2087754,307.246422379,63.99040032,0.467511791659
442700,-36294.6288547,-27376.7071526,306.58229931,63.99040032,0.467511791659
442750,-36059.8626425,-27492.4539238,294.532285868,63.99040032,0.467511791659
442800,-36042.4367429,-27405.0142569,296.939234762,63.99040032,0.467511791659
442850,-36227.9294383,-27471.3104843,301.036997494,63.99040032,0.467511791659
442900,-36297.2480194,-27543.1183143,300.951421543,63.99040032,0.467511791659
442950,-36103.8488747,-27534.1674699,294.610416777,63.99040032,0.467511791659
443000,-36299.1893789,-27657.299027,297.09283205,63.99040032,0.467511791659
443050,-36119.8326152,-27694.3297745,289.653813976,63.99040032,0.467511791659
443100,-36228.2510289,-27831.3669142,288.669953038,63.99040032,0.467511791659
443150,-36317.2537483,-27741.2324872,294.82836977,63.99040032,0.467511791659
443200,-36272.5953969,-27774.3608471,292.154200878,63.99040032,0.467511791659
443250,-36153.3112369,-27868.1826104,284.827997962,63.99040032,0.467511791659
443300,-36414.4182956,-27822.8559164,295.362645789,63.99040032,0.467511791659
443350,-36438.0639008,-27936.7965136,292.258464438,63.99040032,0.467511791659
443400,-36309.5563623,-27943.255655,287.618549843,63.99040032,0.467511791659
443450,-36638.0955499,-27913.5203662,299.935389622,63.99040032,0.467511791659
443500,-36528.0812925,-27881.0896544,297.268205205,63.99040032,0.467511791659
443550,-36523.6992643,-27832.2008153,298.798270262,63.99040032,0.467511791659
443600,-36408.0230804,-27922.7239909,291.709502742,63.99040032,0.467511791659
443650,-36442.0656268,-27945.6904151,292.090280136,63.99040032,0.467511791659
443700,-36494.790655,-27905.4678805,295.28565216,63.99040032,0.467511791659
443750,-36503.3401826,-27869.770969,296.806766103,63.99040032,0.467511791659
443800,-36314.7558795,-27843.1046316,291.240314202,63.99040032,0.467511791659
443850,-36439.2911079,-27916.4933298,292.998641013,63.99040032,0.467511791659
443900,-36557.2353216,-27854.4325304,299.186893459,63.99040032,0.467511791659
443950,-36716.9845612,-27856.9117487,304.593557294,63.99040032,0.467511791659
444000,-36590.7652711,-27829.8376995,301.185120109,63.99040032,0.467511791659
444050,-36641.7363922,-27865.3109821,301.717908257,63.99040032,0.467511791659
444100,-36266.0623777,-27696.4854949,294.606823496,63.99040032,0.467511791659
444150,-36471.3333281,-27695.6937756,301.690891867,63.99040032,0.467511791659
444200,-36395.7970907,-27664.2906323,300.173674524,63.99040032,0.467511791659
444250,-36599.0625566,-27874.2302661,299.944228494,63.99040032,0.467511791659
444300,-36695.4820042,-27849.582979,304.106287678,63.99040032,0.467511791659
444350,-36389.383108,-27922.8755852,291.063482075,63.99040032,0.467511791659
444400,-36576.3271153,-27915.0870508,297.758040781,63.99040032,0.467511791659
444450,-36583.1179045,-27965.5914229,296.255245486,63.99040032,0.467511791659
444500,-36604.8088055,-27889.5412686,299.615409264,63.99040032,0.467511791659
444550,-36557.9146184,-27921.1640642,296.916134939,63.99040032,0.467511791659
444600,-36463.8829517,-27936.6211868,293.152104944,63.99040032,0.467511791659
444650,-36576.5381284,-27859.1683494,299.687680612,63.99040032,0.467511791659
444700,-36450.7818921,-27805.6232387,297.205190446,63.99040032,0.467511791659
444750,-36817.957843,-27929.5820359,305.566563949,63.99040032,0.467511791659
444800,-36868.3056858,-27936.5351091,307.058399009,63.99040032,0.467511791659
444850,-36868.1060663,-28016.9376794,304.287438969,63.99040032,0.467511791659
444900,-36607.4427715,-28112.6589176,292.035572082,63.99040032,0.467511791659
444950,-36791.5025152,-28115.8038535,298.255101659,63.99040032,0.467511791659
445000,-36798.25717,-28116.9605164,298.447550669,63.99040032,0.467511791659
445050,-36860.814742,-28121.5773246,300.439451158,63.99040032,0.467511791659
445100,-36682.4143675,-28139.2580358,293.698531905,63.99040032,0.467511791659
445150,-36783.3253193,-28107.4924001,298.259717188,63.99040032,0.467511791659
445200,-36749.9773853,-28210.766775,293.562885012,63.99040032,0.467511791659
445250,-37138.914755,-28367.8257955,301.534450568,63.99040032,0.467511791659
445300,-36880.612229,-28307.4652079,294.729558507,63.99040032,0.467511791659
445350,-36550.3864119,-28140.5449599,289.115403263,63.99040032,0.467511791659
445400,-36643.5177654,-28156.6062349,291.764935596,63.99040032,0.467511791659
445450,-36666.2889852,-28145.7866115,292.919729088,63.99040032,0.467511791659
445500,-36786.6822169,-27956.1152924,303.579197304,63.99040032,0.467511791659
445550,-36584.6984388,-27983.4820756,295.694532601,63.99040032,0.467511791659
445600,-36771.5322493,-28039.8633719,300.179258204,63.99040032,0.467511791659
445650,-36703.9700108,-28008.0492782,298.950300517,63.99040032,0.467511791659
445700,-36445.5811663,-28010.7041831,289.976080336,63.99040032,0.467511791659
445750,-36552.046626,-27970.5420785,295.016875412,63.99040032,0.467511791659
445800,-36635.0981432,-27875.3374022,301.14500655,63.99040032,0.467511791659
445850,-36424.1263379,-27789.3876345,296.846971085,63.99040032,0.467511791659
445900,-36335.5168133,-27738.0847985,295.564433431,63.99040032,0.467511791659
445950,-36397.7055311,-27781.2508702,296.218398197,63.99040032,0.467511791659
446000,-36627.0777466,-27769.6215634,304.503602228,63.99040032,0.467511791659
446050,-36461.6875758,-27664.8910722,302.41823025,63.99040032,0.467511791659
446100,-36671.3055421,-27647.8544705,310.210211486,63.99040032,0.467511791659
446150,-36479.8709073,-27711.8921461,301.427527481,63.99040032,0.467511791659
446200,-36608.3552065,-27837.2344734,301.53554289,63.99040032,0.467511791659
446250,-36479.8740874,-27831.6318276,297.311199355,63.99040032,0.467511791659
446300,-36647.1212586,-27997.5673183,297.356292599,63.99040032,0.467511791659
446350,-36582.8136946,-27834.7265763,300.743688147,63.99040032,0.467511791659
446400,-36510.0911565,-27794.0073221,299.643472123,63.99040032,0.467511791659
446450,-36650.59104,-27671.8125761,308.674446629,63.99040032,0.467511791659
446500,-36575.4010979,-27791.4344962,301.977161022,63.99040032,0.467511791659
446550,-36345.0016529,-27733.9607418,296.0322831,63.99040032,0.467511791659
446600,-36362.4401428,-27548.531204,303.006525358,63.99040032,0.467511791659
446650,-36363.3943106,-27559.4807748,302.662901164,63.99040032,0.467511791659
446700,-36303.7696849,-27539.7736505,301.29060841,63.99040032,0.467511791659
446750,-36307.3145232,-27540.7313711,301.37954892,63.99040032,0.467511791659
446800,-36215.3190164,-27421.6043185,302.312283243,63.99040032,0.467511791659
446850,-36301.7083392,-27507.4409027,302.331285419,63.99040032,0.467511791659
446900,-36168.8776239,-27556.4386939,296.080344506,63.99040032,0.467511791659
446950,-36416.0107788,-27549.5011292,304.814844315,63.99040032,0.467511791659
447000,-36368.7843148,-27590.7500074,301.773219286,63.99040032,0.467511791659
447050,-36436.0747803,-27650.0286528,302.048651423,63.99040032,0.467511791659
447100,-36482.2867723,-27715.4876463,301.38697372,63.99040032,0.467511791659
447150,-36187.4747205,-27668.2380805,292.876215414,63.99040032,0.467511791659
447200,-36489.8202694,-27690.0221498,302.521420471,63.99040032,0.467511791659
447250,-36311.3182329,-27683.4474772,296.610863249,63.99040032,0.467511791659
447300,-36568.1727318,-27801.6049305,301.379021186,63.99040032,0.467511791659
447350,-36505.0886328,-27818.4730713,298.63040527,63.99040032,0.467511791659
447400,-36382.9004611,-27780.0248695,295.751573928,63.99040032,0.467511791659
447450,-36565.2514939,-27866.7700861,299.038331981,63.99040032,0.467511791659
447500,-36612.6061179,-27908.9724334,299.215458096,63.99040032,0.467511791659
447550,-36449.9442694,-28033.8919158,289.328923023,63.99040032,0.467511791659
447600,-36577.9219297,-27985.9407424,295.37704367,63.99040032,0.467511791659
447650,-36705.5275177,-27821.138538,305.429503909,63.99040032,0.467511791659
447700,-36327.2767896,-27693.6435103,296.808968568,63.99040032,0.467511791659
447750,-36403.2659191,-27656.1760109,300.709405835,63.99040032,0.467511791659
447800,-36637.5934239,-27683.6034258,307.822263226,63.99040032,0.467511791659
447850,-36527.6504889,-27866.8287761,297.743658591,63.99040032,0.467511791659
447900,-36326.6373227,-27712.7429778,296.130379083,63.99040032,0.467511791659
447950,-36386.6391329,-27613.1114023,301.618291187,63.99040032,0.467511791659
448000,-36239.3877083,-27670.1351275,294.59567457,63.99040032,0.467511791659
448050,-36320.759246,-27580.9567497,300.458877565,63.99040032,0.467511791659
448100,-36531.0727592,-27587.4801571,307.464819229,63.99040032,0.467511791659
448150,-36526.9604492,-27769.2201244,301.075548229,63.99040032,0.467511791659
448200,-36058.1904096,-27640.426488,289.387763692,63.99040032,0.467511791659
448250,-36157.1746457,-27490.2780995,297.952500568,63.99040032,0.467511791659
448300,-36272.1146646,-27429.3317632,303.999160877,63.99040032,0.467511791659
448350,-36314.8745126,-27526.0276201,302.144936747,63.99040032,0.467511791659
448400,-36531.6669493,-27514.8299105,309.982832795,63.99040032,0.467511791659
448450,-36170.9195797,-27694.2560683,291.412626911,63.99040032,0.467511791659
448500,-36343.5584875,-27697.842376,297.224354864,63.99040032,0.467511791659
448550,-36413.100411,-27731.0750471,298.472602435,63.99040032,0.467511791659
448600,-36589.6324541,-27921.2955407,298.002017833,63.99040032,0.467511791659
448650,-36481.742651,-27902.1955837,294.949580718,63.99040032,0.467511791659
448700,-36295.7312933,-27827.3114578,291.129223984,63.99040032,0.467511791659
448750,-36511.3304299,-27993.8779952,292.814877607,63.99040032,0.467511791659
448800,-36464.6604351,-27892.8169091,294.684746661,63.99040032,0.467511791659
448850,-36337.9615655,-27904.3086195,289.934000111,63.99040032,0.467511791659
448900,-36467.5937106,-28021.0222056,290.378117211,63.99040032,0.467511791659
448950,-36470.7538871,-27982.9993885,291.79391534,63.99040032,0.467511791659
449000,-36631.792446,-27923.6742993,299.369625936,63.99040032,0.467511791659
449050,-36634.8019083,-27909.1018729,299.974060023,63.99040032,0.467511791659
449100,-36329.7370681,-27733.2483191,295.532005628,63.99040032,0.467511791659
449150,-36463.7930718,-27695.8921225,301.424852445,63.99040032,0.467511791659
449200,-36309.0266178,-27705.4056979,295.77719699,63.99040032,0.467511791659
449250,-36496.2971907,-27703.4067147,302.28394796,63.99040032,0.467511791659
449300,-36365.007292,-27627.2128889,300.389842889,63.99040032,0.467511791659
449350,-36296.0890139,-27690.2693582,295.852785617,63.99040032,0.467511791659
449400,-36477.6104499,-27761.2281709,299.653732115,63.99040032,0.467511791659
449450,-36388.7553371,-27546.1874326,303.991769666,63.99040032,0.467511791659
449500,-36281.8283396,-27501.3505031,301.857223473,63.99040032,0.467511791659
449550,-36438.7327194,-27570.6190557,304.869987467,63.99040032,0.467511791659
449600,-36317.1056626,-27652.4258013,297.87629488,63.99040032,0.467511791659
449650,-36357.9653234,-27514.9046246,304.008711057,63.99040032,0.467511791659
449700,-36249.629876,-27553.8502419,298.945449798,63.99040032,0.467511791659
449750,-36515.7723169,-27606.0672165,306.299827146,63.99040032,0.467511791659
449800,-36236.3769039,-27603.4180037,296.785784615,63.99040032,0.467511791659
449850,-36181.3150457,-27561.090841,296.347988411,63.99040032,0.467511791659
449900,-36316.6010544,-27616.7630806,299.084968304,63.99040032,0.467511791659
449950,-36460.5916895,-27644.5749988,303.078986125,63.99040032,0.467511791659
450000,-36334.8542579,-27635.8405981,299.056629855,63.99040032,0.467511791659
450050,-36301.0748154,-27519.9901314,301.878085814,63.99040032,0.467511791659
450100,-36325.1068204,-27575.1656888,300.807425828,63.99040032,0.467511791659
450150,-36220.0809178,-27616.3444752,295.781168454,63.99040032,0.467511791659
450200,-36255.5083922,-27577.9693952,298.318369114,63.99040032,0.467511791659
450250,-36301.2366442,-27673.7756423,296.596776641,63.99040032,0.467511791659
450300,-36338.7561556,-27629.7428941,299.400398392,63.99040032,0.467511791659
450350,-36376.8526869,-27517.0661898,304.583714277,63.99040032,0.467511791659
450400,-36408.9077835,-27585.2019899,303.343323816,63.99040032,0.467511791659
450450,-36344.8329085,-27630.5629932,299.581112806,63.99040032,0.467511791659
450500,-36340.2299621,-27717.8581596,296.421819009,63.99040032,0.467511791659
450550,-36640.3632742,-27729.6979418,306.332838216,63.99040032,0.467511791659
450600,-36580.5995837,-27765.8128351,303.036702897,63.99040032,0.467511791659
450650,-36459.5649299,-27730.3227362,300.09583313,63.99040032,0.467511791659
450700,-36640.8967516,-27793.79567,304.147612242,63.99040032,0.467511791659
450750,-36285.4687218,-27779.8751461,292.407191107,63.99040032,0.467511791659
450800,-36448.079477,-27602.1651433,304.106813955,63.99040032,0.467511791659
450850,-36347.9151678,-27545.0660417,302.626308651,63.99040032,0.467511791659
450900,-36060.0464919,-27561.1465169,292.177077013,63.99040032,0.467511791659
450950,-36388.1879768,-27495.9342921,305.699878489,63.99040032,0.467511791659
451000,-36228.8518609,-27322.5892892,306.18147913,63.99040032,0.467511791659
451050,-36359.4289417,-27232.918135,313.753222024,63.99040032,0.467511791659
451100,-36162.0370124,-27342.7183887,303.192500711,63.99040032,0.467511791659
451150,-36041.1603643,-27224.2017781,303.111366813,63.99040032,0.467511791659
451200,-36026.8710575,-27155.1378041,304.99442253,63.99040032,0.467511791659
451250,-36073.0871457,-27174.0262535,305.933898186,63.99040032,0.467511791659
451300,-35899.7816404,-27164.7529081,300.294764043,63.99040032,0.467511791659
451350,-36143.3187869,-27107.3809703,310.639483589,63.99040032,0.467511791659
451400,-36027.9443687,-27284.0911878,300.598132903,63.99040032,0.467511791659
451450,-35982.9582381,-27224.3528861,301.105286329,63.99040032,0.467511791659
451500,-36263.5735115,-27415.2956963,304.188066249,63.99040032,0.467511791659
451550,-36304.5934475,-27576.8618108,300.043902866,63.99040032,0.467511791659
451600,-36225.617992,-27430.5176847,302.359918031,63.99040032,0.467511791659
451650,-36142.1322309,-27486.5640507,297.563051478,63.99040032,0.467511791659
451700,-36191.4060829,-27466.3400027,299.95226577,63.99040032,0.467511791659
451750,-36149.9636542,-27422.140485,300.047049588,63.99040032,0.467511791659
451800,-36063.820112,-27470.3044213,295.429797168,63.99040032,0.467511791659
451850,-36173.0621574,-27471.5802696,299.141483151,63.99040032,0.467511791659
451900,-36222.454588,-27496.1758701,299.993954097,63.99040032,0.467511791659
451950,-36116.4002626,-27682.2006425,289.952793794,63.99040032,0.467511791659
452000,-36461.0032906,-27753.505603,299.348295653,63.99040032,0.467511791659
452050,-36280.5527645,-27666.7952607,296.125674732,63.99040032,0.467511791659
452100,-36495.8861823,-27570.9726919,306.822664568,63.99040032,0.467511791659
452150,-36216.9492811,-27536.1464172,298.430575058,63.99040032,0.467511791659
452200,-36219.4871967,-27560.2079825,297.690630233,63.99040032,0.467511791659
452250,-36343.3723487,-27484.2479821,304.560951411,63.99040032,0.467511791659
452300,-36216.5330658,-27452.5735257,301.289353801,63.99040032,0.467511791659
452350,-36183.9787556,-27553.0039324,296.717575572,63.99040032,0.467511791659
452400,-36338.4631318,-27544.4569032,302.322305553,63.99040032,0.467511791659
452450,-36381.4307228,-27509.7345642,304.993147274,63.99040032,0.467511791659
452500,-36160.2264515,-27620.3962641,293.584184975,63.99040032,0.467511791659
452550,-36365.1623756,-27654.9174302,299.442741497,63.99040032,0.467511791659
452600,-36381.6006802,-27582.5766291,302.494809371,63.99040032,0.467511791659
452650,-36172.2775322,-27485.7528118,298.627282314,63.99040032,0.467511791659
452700,-36201.8532117,-27545.9839178,297.573403233,63.99040032,0.467511791659
452750,-36383.1870412,-27433.1056158,307.687893445,63.99040032,0.467511791659
452800,-36266.4344071,-27530.0951479,300.339817628,63.99040032,0.467511791659
452850,-36295.0886283,-27577.5651366,299.692964981,63.99040032,0.467511791659
452900,-36255.8606638,-27481.3959298,301.650503697,63.99040032,0.467511791659
452950,-36093.4077388,-27485.7601933,295.91562522,63.99040032,0.467511791659
453000,-36275.3863294,-27545.3644951,300.122635787,63.99040032,0.467511791659
453050,-36271.4322675,-27579.0995346,298.826951463,63.99040032,0.467511791659
453100,-36320.2368898,-27577.8768226,300.546802309,63.99040032,0.467511791659
453150,-36448.5208778,-27625.4246196,303.322369072,63.99040032,0.467511791659
453200,-36740.4675738,-27753.8933181,308.942452093,63.99040032,0.467511791659
453250,-36395.3891787,-27649.0871784,300.682318966,63.99040032,0.467511791659
453300,-36471.2146803,-27808.4796901,297.80943367,63.99040032,0.467511791659
453350,-36518.590865,-27805.7571227,299.531739731,63.99040032,0.467511791659
453400,-36570.4109861,-27838.3400145,300.193081486,63.99040032,0.467511791659
453450,-36397.7851712,-27824.4099303,294.737404299,63.99040032,0.467511791659
453500,-36562.0251294,-28014.2059449,293.858832493,63.99040032,0.467511791659
453550,-36609.2292228,-27991.1210958,296.275241426,63.99040032,0.467511791659
453600,-36618.2899585,-28081.0861593,293.493894413,63.99040032,0.467511791659
453650,-36647.5568493,-28066.1122706,295.01481379,63.99040032,0.467511791659
453700,-36355.2819731,-27929.9098824,289.649319025,63.99040032,0.467511791659
453750,-36712.2528204,-27904.8887687,302.78152377,63.99040032,0.467511791659
453800,-36422.5168866,-27999.1156922,289.581563112,63.99040032,0.467511791659
453850,-36523.5905586,-27962.9512055,294.299567111,63.99040032,0.467511791659
453900,-36553.8767146,-28003.6920049,293.940155049,63.99040032,0.467511791659
453950,-36613.934123,-28120.7539632,291.980439931,63.99040032,0.467511791659
454000,-36549.6440773,-27903.7599832,297.230129808,63.99040032,0.467511791659
454050,-36613.3229354,-27842.1885921,301.536010782,63.99040032,0.467511791659
454100,-36452.4358576,-27750.3610148,299.161867889,63.99040032,0.467511791659
454150,-36370.2553114,-27824.1702147,293.79921764,63.99040032,0.467511791659
454200,-36507.6152002,-27631.5108062,305.144694574,63.99040032,0.467511791659
454250,-36343.163292,-27605.1510532,300.397331698,63.99040032,0.467511791659
454300,-36179.3076703,-27534.2829269,297.20058686,63.99040032,0.467511791659
454350,-36130.55718,-27433.4536419,298.990963266,63.99040032,0.467511791659
454400,-36033.6869554,-27367.6914864,297.921523136,63.99040032,0.467511791659
454450,-36327.2261135,-27461.0982742,304.801718354,63.99040032,0.467511791659
454500,-36232.6805722,-27599.8240192,296.782266098,63.99040032,0.467511791659
454550,-36497.0851342,-27663.964357,303.666994218,63.99040032,0.467511791659
454600,-36303.6750567,-27805.1376171,292.164613689,63.99040032,0.467511791659
454650,-36537.0098713,-27697.7292049,303.878760263,63.99040032,0.467511791659
454700,-36415.5988261,-27757.6566593,297.64466492,63.99040032,0.467511791659
454750,-36303.3365445,-27846.9308635,290.716198706,63.99040032,0.467511791659
454800,-36577.2218773,-27867.1442979,299.436987749,63.99040032,0.467511791659
454850,-36541.8477886,-27891.2952946,297.390621102,63.99040032,0.467511791659
454900,-36524.7220939,-27878.6984559,297.234927081,63.99040032,0.467511791659
454950,-36593.3864421,-27890.1721612,299.201039745,63.99040032,0.467511791659
455000,-36512.2008387,-27894.0378661,296.277126915,63.99040032,0.467511791659
455050,-36786.4843589,-27941.0285809,304.091049625,63.99040032,0.467511791659
455100,-36377.1569407,-27782.0151525,295.485699512,63.99040032,0.467511791659
455150,-36565.520532,-27901.5615224,297.851513279,63.99040032,0.467511791659
455200,-36366.3813814,-27750.3388212,296.204230907,63.99040032,0.467511791659
455250,-36483.6430661,-27820.1823659,297.834382288,63.99040032,0.467511791659
455300,-36363.5080216,-27908.8254517,290.656961206,63.99040032,0.467511791659
455350,-36395.5066343,-27964.4729628,289.843954111,63.99040032,0.467511791659
455400,-36439.9899862,-27783.7982139,297.584489465,63.99040032,0.467511791659
455450,-36477.7447107,-27763.5191804,299.579586932,63.99040032,0.467511791659
455500,-36355.9089126,-27581.4352728,301.650809863,63.99040032,0.467511791659
455550,-36448.6020617,-27689.8248059,301.111196076,63.99040032,0.467511791659
455600,-36090.2784189,-27692.796682,288.690498226,63.99040032,0.467511791659
455650,-36337.7215333,-27691.5969029,297.238399017,63.99040032,0.467511791659
455700,-36348.1704555,-27581.3624003,301.387280684,63.99040032,0.467511791659
455750,-36429.6779859,-27484.2400322,307.528259139,63.99040032,0.467511791659
455800,-36244.7530135,-27455.0734344,302.17356303,63.99040032,0.467511791659
455850,-36361.6972368,-27573.9387934,302.107517801,63.99040032,0.467511791659
455900,-36235.1685072,-27577.3550661,297.640239558,63.99040032,0.467511791659
455950,-36584.712331,-27738.3677603,304.121604738,63.99040032,0.467511791659
456000,-36398.9093359,-27723.2147984,298.254959874,63.99040032,0.467511791659
456050,-36519.2824565,-27731.5991283,302.104935476,63.99040032,0.467511791659
456100,-36306.1256189,-27810.4569882,292.065989138,63.99040032,0.467511791659
